source,name,price,description,origin,process,roast_level,notes
fugol coffee roasters,kopi arabica pangalengan natural  200gr  specialty single origin  whole beans,149000,origin gunung tilu pangalengan jawa barat process natural varietas ateng super altitude 1550 mdpl tasting notes berries black tea  white grape tersedia dalam ukuran 100gr 200gr 500gr dan 1kg biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,jawa,natural,medium,"fruity, herbal"
fugol coffee roasters,kopi arabica aceh gayo blue musara  1 kg  specialty single origin  biji,469000,origin pantan musara pegasing central aceh process honey wet hulled producer pantan musara varietas mix variety altitude 1640 masl tasting notes blackberry lemon  raisin tersedia hanya dalam ukuran 100gr 200gr 500gr dan 1kg biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh","honey, semi washed",medium,fruity
fugol coffee roasters,kopi arabica aceh gayo blue musara  500gr  specialty single origin  biji,293000,origin pantan musara pegasing central aceh process honey wet hulled producer pantan musara varietas mix variety altitude 1640 masl tasting notes blackberry lemon  raisin tersedia hanya dalam ukuran 100gr 200gr 500gr dan 1kg biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh","honey, semi washed",medium,fruity
fugol coffee roasters,kopi arabica aceh gayo blue musara  100gr  specialty single origin  biji,83000,origin pantan musara pegasing central aceh process honey wet hulled producer pantan musara varietas mix variety altitude 1640 masl tasting notes blackberry lemon  raisin tersedia hanya dalam ukuran 100gr 200gr 500gr dan 1kg biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh","honey, semi washed",medium,fruity
fugol coffee roasters,kopi arabica aceh gayo blue musara  200gr  specialty single origin  biji,160000,origin pantan musara pegasing central aceh process honey wet hulled producer pantan musara varietas mix variety altitude 1640 masl tasting notes blackberry lemon  raisin tersedia hanya dalam ukuran 100gr 200gr 500gr dan 1kg biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh","honey, semi washed",medium,fruity
fugol coffee roasters,biji kopi arabica ethiopia floral espresso blend 1 kg  biji,404000,penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya tidak ada free sample untuk pembelian espresso beans terima kasih profile roasted medium roast tasting notes floral berries  brown sugar origin sidamo ethiopia variety mix variety altitude 1500  2200 masl penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karna sesuai stok kemasan kopi yang ada terimakasih,ethiopia,unknown,medium,"fruity, floral, sweet"
fugol coffee roasters,biji kopi arabica ethiopia floral espresso blend 500gr  biji,242000,penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya tidak ada free sample untuk pembelian espresso beans terima kasih profile roasted medium roast tasting notes floral berries  brown sugar origin sidamo ethiopia variety mix variety altitude 1500  2200 masl penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karna sesuai stok kemasan kopi yang ada terimakasih,ethiopia,unknown,medium,"fruity, floral, sweet"
fugol coffee roasters,biji kopi arabica ethiopia floral espresso blend 200gr  biji,144000,penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya tidak ada free sample untuk pembelian espresso beans terima kasih profile roasted medium roast tasting notes floral berries  brown sugar origin sidamo ethiopia variety mix variety altitude 1500  2200 masl penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karna sesuai stok kemasan kopi yang ada terimakasih,ethiopia,unknown,medium,"fruity, floral, sweet"
fugol coffee roasters,kopi arabika gayo avatara thermal natural 1kg single origin  biji,504000,origin pantan musara pegasing central aceh process thermal shock natural varietas catimor cattura abbysinia altitude 1640 mdpl processor avatara coffee tasting notes red apple lemon tea  red peach biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh",natural,medium,"fruity, herbal"
fugol coffee roasters,kopi arabika gayo avatara thermal natural 500 gr single origin  biji,293000,origin pantan musara pegasing central aceh process thermal shock natural varietas catimor cattura abbysinia altitude 1640 mdpl processor avatara coffee tasting notes red apple lemon tea  red peach biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh",natural,medium,"fruity, herbal"
fugol coffee roasters,biji kopi arabika gayo avatara thermal natural 200 gr single origin  biji,153000,origin pantan musara pegasing central aceh process thermal shock natural varietas catimor cattura abbysinia altitude 1640 mdpl processor avatara coffee tasting notes red apple lemon tea  red peach biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh",natural,medium,"fruity, herbal"
fugol coffee roasters,kopi arabika gayo avatara thermal natural 100 gr single origin  biji,81000,origin pantan musara pegasing central aceh process thermal shock natural varietas catimor cattura abbysinia altitude 1640 mdpl processor avatara coffee tasting notes red apple lemon tea  red peach biji kopi dapat langsung di giling langsung sesuai permintaan  giling espresso  giling kasar  giling medium  giling halus  giling v60 disesuaikan dengan resep yang anda dapat penting semua pesanan yang masuk lewat dari jam 3 sore akan dikirim keesokan harinya kami akan berikan 8gr free sample beans sebagai bentuk penyesuaian karena harga bahan baku semakin meningkat free sample untuk cupping akan kami berikan sebanyak 8gr silahkan pilih 1 beans dari produk yang ada di etalase toko kami dan tulis di catatan saat check out pesanan beans di etalase special release tidak bisa dipilih untuk sample greatcoffeeforgreatpeople penting foto produk desain produk dapat berubah tanpa ada pemberitahuan karena sesuai stok kemasan kopi yang ada terimakasih,"gayo, aceh",natural,medium,"fruity, herbal"
